Probe Set ID	Gene Symbol	Gene Title
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_33_P3772996	PRKACB	protein kinase, cAMP-dependent, catalytic, beta
A_33_P3433873	ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)
A_23_P40956	GHRL	ghrelin/obestatin prepropeptide
A_33_P3364038	IRGM	immunity-related GTPase family, M
A_23_P403886	GLYAT	glycine-N-acyltransferase
A_33_P3258349	hCG_2040572	exocyst -like pseudogene
A_33_P3221313	CENPI	centromere protein I
A_33_P3246763	AANAT	arylalkylamine N-acetyltransferase
A_24_P356373	HAGHL	hydroxyacylglutathione hydrolase-like
A_23_P140427	EVL	Enah/Vasp-like
A_23_P10870	DOLK	dolichol kinase
A_24_P321626	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B
A_23_P144054	PRKCD	protein kinase C, delta
A_23_P106405	NDN	necdin homolog (mouse)
A_33_P3346403	PTMA	prothymosin, alpha
A_24_P367410	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta
A_23_P115346	LGTN	ligatin
A_33_P3329344	FASN	fatty acid synthase
A_33_P3304983	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta
A_23_P60517	FXN	frataxin
A_24_P327011	PPCDC	phosphopantothenoylcysteine decarboxylase
A_23_P82674	GBAS	glioblastoma amplified sequence
A_23_P88559	LIPC	lipase, hepatic
A_23_P386450	POLK	polymerase (DNA directed) kappa
A_23_P255884	GSN	gelsolin (amyloidosis, Finnish type)
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_23_P128974	BATF	basic leucine zipper transcription factor, ATF-like
A_24_P143324	SYT16	synaptotagmin XVI
A_23_P163697	SYT17	synaptotagmin XVII
A_23_P110851	TERT	telomerase reverse transcriptase
A_23_P152024	CSK	c-src tyrosine kinase
A_33_P3308586	DUXA	double homeobox A
A_23_P116765	LALBA	lactalbumin, alpha-
A_33_P3318292	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)
A_23_P87982	ATP12A	ATPase, H+/K+ transporting, nongastric, alpha polypeptide
A_23_P91697	LARGE	like-glycosyltransferase
A_23_P426636	AHNAK	AHNAK nucleoprotein
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_33_P3248799	TRDN	triadin
A_23_P212126	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
A_33_P3398634	TFEB	transcription factor EB
A_23_P91114	PREB	prolactin regulatory element binding
A_23_P73114	PROS1	protein S (alpha)
A_23_P101185	NARS	asparaginyl-tRNA synthetase
A_23_P334608	GUSB	glucuronidase, beta
A_23_P129221	FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase)
A_23_P142125	HRC	histidine rich calcium binding protein
A_32_P215318	ACACA	acetyl-Coenzyme A carboxylase alpha
A_23_P61127	APOO	apolipoprotein O
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_23_P201655	MYCBP	c-myc binding protein
A_33_P3356290	CADPS	Ca++-dependent secretion activator
A_24_P39928	SYCN	syncollin
A_33_P3277514	BTK	Bruton agammaglobulinemia tyrosine kinase
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P307310	ACAN	aggrecan
A_32_P387648	FLG	filaggrin
A_23_P328621	UBQLNL	ubiquilin-like
A_23_P113111	AR	androgen receptor
A_23_P110802	CENPH	centromere protein H
A_23_P35916	ATM	ataxia telangiectasia mutated
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_33_P3351745	PVRIG	poliovirus receptor related immunoglobulin domain containing
A_23_P375354	TECTA	tectorin alpha
A_23_P35916	ATM	ataxia telangiectasia mutated
A_23_P122924	INHBA	inhibin, beta A
A_23_P160742	GLMN	glomulin, FKBP associated protein
A_23_P207461	CA10	carbonic anhydrase X
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_23_P160582	HYI	hydroxypyruvate isomerase homolog (E. coli)
A_23_P113111	AR	androgen receptor
A_23_P105592	MVK	mevalonate kinase
A_24_P198178	CALCA	calcitonin-related polypeptide alpha
A_24_P942773	SLMAP	sarcolemma associated protein
A_24_P247902	PCLO	piccolo (presynaptic cytomatrix protein)
A_23_P39116	LIG1	ligase I, DNA, ATP-dependent
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_24_P127235	BCR	breakpoint cluster region
A_33_P3209433	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P45811	DIO1	deiodinase, iodothyronine, type I
A_33_P3309468	PTPRS	protein tyrosine phosphatase, receptor type, S
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_23_P16096	PPAN	peter pan homolog (Drosophila)
A_23_P75330	HNRNPF	heterogeneous nuclear ribonucleoprotein F
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P115346	LGTN	ligatin
A_24_P299685	PDPN	podoplanin
A_33_P3315959	LGSN	lengsin, lens protein with glutamine synthetase domain
A_33_P3294159	CALY	calcyon neuron-specific vesicular protein
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_24_P84428	CACYBP	calcyclin binding protein
A_33_P3324206	HR	hairless homolog (mouse)
A_24_P278126	NBN	nibrin
A_23_P113634	CBFB	core-binding factor, beta subunit
A_24_P205213	ARSB	arylsulfatase B
A_23_P203191	APOA1	apolipoprotein A-I
A_33_P3268634	WIBG	within bgcn homolog (Drosophila)
A_23_P127948	ADM	adrenomedullin
A_23_P2501	PAH	phenylalanine hydroxylase
A_23_P107132	RCVRN	recoverin
A_24_P724040	SNRPB2	small nuclear ribonucleoprotein polypeptide B''
A_24_P170983	ESPNL	espin-like
A_23_P44617	COPG	coatomer protein complex, subunit gamma
A_23_P32217	TOPORS	topoisomerase I binding, arginine/serine-rich
A_24_P96897	SYT6	synaptotagmin VI
A_33_P3421759	SON	SON DNA binding protein
A_24_P153701	LOC646982	twelve-thirteen translocation leukemia gene
A_23_P12405	ESPN	espin
A_24_P576506	SPRN	shadow of prion protein homolog (zebrafish)
A_33_P3227990	MBP	myelin basic protein
A_32_P133244	PARN	poly(A)-specific ribonuclease (deadenylation nuclease)
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_32_P172848	GK	glycerol kinase
A_23_P45475	GLA	galactosidase, alpha
A_23_P131778	MANBAL	mannosidase, beta A, lysosomal-like
A_33_P3298539	APOA1	apolipoprotein A-I
A_33_P3338634	SYT14	synaptotagmin XIV
A_32_P59486	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein
A_24_P307827	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules
A_24_P51322	FLG	filaggrin
A_33_P3232290	NPS	neuropeptide S
A_33_P3368452	MICA	MHC class I polypeptide-related sequence A
A_23_P218237	LCAT	lecithin-cholesterol acyltransferase
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_24_P414803	PLN	phospholamban
A_33_P3257479	LOC651536	similar to immunoglobulin iota chain preproprotein			
A_33_P3251771	CYLD	cylindromatosis (turban tumor syndrome)
A_24_P299911	PASK	PAS domain containing serine/threonine kinase
A_33_P3386344	FANCA	Fanconi anemia, complementation group A
A_23_P208866	GMFG	glia maturation factor, gamma
A_23_P100602	TBCD	tubulin folding cofactor D
A_32_P48134	LOC220115	TPTE and PTEN homologous inositol lipid phosphatase pseudogene
A_23_P252471	PECAM1	platelet/endothelial cell adhesion molecule
A_23_P168329	TINAG	tubulointerstitial nephritis antigen
A_23_P19020	SNCAIP	synuclein, alpha interacting protein
A_33_P3343872	SIRPG	signal-regulatory protein gamma
A_33_P3308764	RXRG	retinoid X receptor, gamma
A_23_P50368	OSCAR	osteoclast associated, immunoglobulin-like receptor
A_23_P419038	CLOCK	clock homolog (mouse)
A_23_P10870	DOLK	dolichol kinase
A_23_P53137	HBG1	hemoglobin, gamma A
A_23_P98085	PTEN	phosphatase and tensin homolog
A_33_P3230526	MPRIP	myosin phosphatase Rho interacting protein
A_23_P59261	TPBG	trophoblast glycoprotein
A_33_P3297978	MYO1E	myosin IE
A_33_P3379341	LOC391322	similar to D-dopachrome tautomerase
A_23_P106405	NDN	necdin homolog (mouse)
A_33_P3332175	LOC644310	similar to ubiquinol-cytochrome c reductase complex			
A_33_P3359900	EMB	embigin homolog (mouse)
A_33_P3333317	OPTN	optineurin
A_33_P3223592	APOE	apolipoprotein E
A_23_P108734	ALLC	allantoicase
A_23_P80098	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
A_33_P3364571	TNXB	tenascin XB
A_23_P127352	MRGPRD	MAS-related GPR, member D
A_24_P380919	HNRNPK	heterogeneous nuclear ribonucleoprotein K
A_23_P213153	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like
A_24_P252364	NRCAM	neuronal cell adhesion molecule
A_23_P79591	APOB	apolipoprotein B (including Ag(x) antigen)
A_24_P408740	CMC1	COX assembly mitochondrial protein homolog (S. cerevisiae)
A_23_P24926	FNTA	farnesyltransferase, CAAX box, alpha
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_24_P305764	SMS	spermine synthase
A_33_P3286422	FANCA	Fanconi anemia, complementation group A
A_23_P102172	CPO	carboxypeptidase O
A_23_P73609	NDP	Norrie disease (pseudoglioma)
A_23_P145786	MLXIPL	MLX interacting protein-like
A_23_P111919	PURG	purine-rich element binding protein G
A_23_P47806	MIP	major intrinsic protein of lens fiber
A_32_P227845	LOC220729	succinate dehydrogenase complex, subunit A, flavoprotein pseudogene
A_23_P29079	PFKL	phosphofructokinase, liver
A_33_P3365596	NAPB	N-ethylmaleimide-sensitive factor attachment protein, beta
A_23_P104438	MYPN	myopalladin
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P50232	AURKC	aurora kinase C
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P211985	SNRK	SNF related kinase
A_23_P102542	AFTPH	aftiphilin
A_23_P126120	CENPL	centromere protein L
A_33_P3414157	MLPH	melanophilin
A_23_P98085	PTEN	phosphatase and tensin homolog
A_23_P69521	CCNI	cyclin I
A_23_P10385	DTL	denticleless homolog (Drosophila)
A_23_P12053	SPEN	spen homolog, transcriptional regulator (Drosophila)
A_23_P253723	RRH	retinal pigment epithelium-derived rhodopsin homolog
A_23_P113634	CBFB	core-binding factor, beta subunit
A_23_P201432	ADSS	adenylosuccinate synthase
A_33_P3276856	HYDIN	hydrocephalus inducing homolog (mouse)
A_33_P3245709	RALGAPB	Ral GTPase activating protein, beta subunit (non-catalytic)
A_23_P203030	DLAT	dihydrolipoamide S-acetyltransferase
A_33_P3419006	GNRHR	gonadotropin-releasing hormone receptor
A_23_P203191	APOA1	apolipoprotein A-I
A_33_P3256778	CNTF	ciliary neurotrophic factor
A_23_P96827	APCS	amyloid P component, serum
A_23_P37988	CPNE2	copine II
A_23_P112296	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
A_23_P101131	GRP	gastrin-releasing peptide
A_33_P3370364	PRLHR	prolactin releasing hormone receptor
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_32_P72110	PVR	poliovirus receptor
A_33_P3303449	LEPR	leptin receptor
A_23_P102731	SMOX	spermine oxidase
A_23_P110764	MYOT	myotilin
A_23_P120982	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
A_23_P117298	F7	coagulation factor VII (serum prothrombin conversion accelerator)
A_23_P34888	CHIA	chitinase, acidic
A_23_P101131	GRP	gastrin-releasing peptide
A_33_P3363665	NFYC	nuclear transcription factor Y, gamma
A_23_P113634	CBFB	core-binding factor, beta subunit
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_33_P3312366	TOP3B	topoisomerase (DNA) III beta
A_33_P3271395	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene
A_23_P7212	CFI	complement factor I
A_32_P67259	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
A_23_P105066	ILK	integrin-linked kinase
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P24104	PLAU	plasminogen activator, urokinase
A_24_P89426	APOM	apolipoprotein M
A_23_P122924	INHBA	inhibin, beta A
A_33_P3404814	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O
A_23_P70818	SMO	smoothened homolog (Drosophila)
A_23_P118571	SOST	sclerosteosis
A_23_P353048	SSPO	SCO-spondin homolog (Bos taurus)
A_23_P327370	PGPEP1	pyroglutamyl-peptidase I
A_33_P3233871	F12	coagulation factor XII (Hageman factor)
A_33_P3358233	NES	nestin
A_33_P3255964	CYMP	chymosin pseudogene			
A_33_P3390643	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
A_23_P315789	RFXAP	regulatory factor X-associated protein
A_23_P10305	CTPS2	CTP synthase II
A_23_P374695	TEK	TEK tyrosine kinase, endothelial
A_33_P3335895	GFAP	glial fibrillary acidic protein
A_33_P3390570	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
A_23_P500892	TUB	tubby homolog (mouse)
A_24_P208737	GHRLOS	ghrelin opposite strand (non-protein coding)			
A_33_P3257486	LOC651536	similar to immunoglobulin iota chain preproprotein
A_23_P82868	PLAT	plasminogen activator, tissue
A_33_P3511265	POSTN	periostin, osteoblast specific factor
A_23_P161458	OLAH	oleoyl-ACP hydrolase
A_23_P36266	PDHX	pyruvate dehydrogenase complex, component X
A_23_P94879	F2	coagulation factor II (thrombin)
A_33_P3298552	LOC100292717	similar to arg tyrosine kinase			
A_33_P3223503	FRY	furry homolog (Drosophila)
A_33_P3361037	MYO5C	myosin VC
A_23_P120629	ASIP	agouti signaling protein, nonagouti homolog (mouse)
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_23_P309720	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta
A_33_P3424467	CNST	consortin, connexin sorting protein
A_33_P3317613	SYN2	synapsin II
A_23_P416581	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide
A_24_P43681	DBNL	drebrin-like
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_33_P3368453	MICA	MHC class I polypeptide-related sequence A
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P107132	RCVRN	recoverin
A_33_P3323298	JUN	jun oncogene
A_24_P44931	MPND	MPN domain containing
A_23_P399501	PKM2	pyruvate kinase, muscle
A_23_P163955	PEMT	phosphatidylethanolamine N-methyltransferase
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P102364	NGEF	neuronal guanine nucleotide exchange factor
A_23_P143662	PISD	phosphatidylserine decarboxylase
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_24_P397817	LEP	leptin
A_33_P3421243	AFP	alpha-fetoprotein
A_24_P397386	LIFR	leukemia inhibitory factor receptor alpha
A_23_P116765	LALBA	lactalbumin, alpha-
A_23_P114883	FMOD	fibromodulin
A_33_P3375934	NAMPT	nicotinamide phosphoribosyltransferase
A_23_P79591	APOB	apolipoprotein B (including Ag(x) antigen)
A_33_P3250173	IQCJ	IQ motif containing J
A_33_P3397655	SYNPO	synaptopodin
A_23_P108376	THADA	thyroid adenoma associated
A_24_P342591	RERE	arginine-glutamic acid dipeptide (RE) repeats
A_23_P10291	CTSE	cathepsin E
A_23_P425681	CCK	cholecystokinin
A_23_P203191	APOA1	apolipoprotein A-I
A_23_P100455	MTHFSD	methenyltetrahydrofolate synthetase domain containing
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P45726	HNRNPR	heterogeneous nuclear ribonucleoprotein R
A_23_P134078	CDYL	chromodomain protein, Y-like
A_23_P69293	CHDH	choline dehydrogenase
A_23_P70328	CENPQ	centromere protein Q
A_23_P22214	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha
A_23_P39766	GLS	glutaminase
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P110531	FST	follistatin
A_24_P942743	ZFY	zinc finger protein, Y-linked
A_23_P104438	MYPN	myopalladin
A_24_P18105	ASPH	aspartate beta-hydroxylase
A_33_P3408203	TGFA	transforming growth factor, alpha
A_23_P97632	EPRS	glutamyl-prolyl-tRNA synthetase
A_23_P43476	VLDLR	very low density lipoprotein receptor
A_23_P305092	CRTAM	cytotoxic and regulatory T cell molecule
A_33_P3269670	LOC100271715	DH and coiled-coil domain-containing protein
A_23_P14774	CTSH	cathepsin H
A_23_P19663	CTGF	connective tissue growth factor
A_33_P3215676	LOC100133893	MANSC domain-containing protein
A_23_P114883	FMOD	fibromodulin
A_23_P120822	UPB1	ureidopropionase, beta
A_33_P3357445	TDG	thymine-DNA glycosylase
A_23_P101185	NARS	asparaginyl-tRNA synthetase
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P131653	PIGF	phosphatidylinositol glycan anchor biosynthesis, class F
A_23_P361841	RIMKLB	ribosomal modification protein rimK-like family member B
A_24_P376556	CYCS	cytochrome c, somatic
A_24_P376760	CA6	carbonic anhydrase VI
A_24_P330263	EDNRB	endothelin receptor type B
A_23_P117157	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
A_24_P161403	LOC131055	peptidylprolyl isomerase A pseudogene
A_23_P4425	FLII	flightless I homolog (Drosophila)
A_33_P3401284	RMRP	RNA component of mitochondrial RNA processing endoribonuclease
A_33_P3364263	LBH	limb bud and heart development homolog (mouse)
A_23_P203558	HBB	hemoglobin, beta
A_23_P80718	SYNPR	synaptoporin
A_24_P119609	MYO1D	myosin ID
A_33_P3339820	LEPR	leptin receptor
A_33_P3239185	SYT7	synaptotagmin VII
A_32_P56604	SPERT	spermatid associated
A_33_P3276818	EYS	eyes shut homolog (Drosophila)
A_23_P100868	MYO19	myosin XIX
A_32_P195719	LOC389857	hypothetical protein
A_23_P157865	TNC	tenascin C
A_23_P132675	UQCRC1	ubiquinol-cytochrome c reductase core protein I
A_33_P3340525	SYT10	synaptotagmin X
A_23_P68219	TTN	titin
A_33_P3237201	SYT1	synaptotagmin I
A_33_P3266025	LOC100131431	similar to mitochondrial cytochrome c oxidase subunit Vb
A_24_P390060	IQCD	IQ motif containing D
A_23_P386888	LPA	lipoprotein, Lp(a)
A_33_P3335725	INSR	insulin receptor
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_33_P3233565	UROS	uroporphyrinogen III synthase
A_23_P425880	TRIO	triple functional domain (PTPRF interacting)
A_23_P102364	NGEF	neuronal guanine nucleotide exchange factor
A_23_P28139	SCTR	secretin receptor
A_23_P32021	FANCC	Fanconi anemia, complementation group C
A_33_P3309471	PTPRQ	protein tyrosine phosphatase, receptor type, Q
A_23_P75630	APOA5	apolipoprotein A-V
A_23_P105923	DIO3	deiodinase, iodothyronine, type III
A_23_P134484	CALCR	calcitonin receptor
A_23_P115202	CRNN	cornulin
A_33_P3350726	PPARG	peroxisome proliferator-activated receptor gamma
A_23_P49459	LOC81691	exonuclease NEF-sp
A_33_P3261408	TMIE	transmembrane inner ear
A_23_P99063	LUM	lumican
A_33_P3329078	HBG1	hemoglobin, gamma A
A_23_P157580	SDCBP	syndecan binding protein (syntenin)
A_24_P141332	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma
A_23_P110764	MYOT	myotilin
A_23_P64799	AAAS	achalasia, adrenocortical insufficiency, alacrimia (Allgrove, triple-A)
A_33_P3327063	STRC	stereocilin
A_23_P122815	CALU	calumenin
A_23_P118061	CKLF	chemokine-like factor
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_23_P358944	PML	promyelocytic leukemia
A_33_P3313245	AMACR	alpha-methylacyl-CoA racemase
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_33_P3254801	OGFR	opioid growth factor receptor
A_23_P82286	ZAN	zonadhesin
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_33_P3231187	XIAP	X-linked inhibitor of apoptosis
A_33_P3226735	STL	six-twelve leukemia
A_23_P324304	ALK	anaplastic lymphoma receptor tyrosine kinase
A_33_P3344308	APTX	aprataxin
A_23_P351215	SKIL	SKI-like oncogene
A_23_P53476	LDHB	lactate dehydrogenase B
A_33_P3309506	SEBOX	SEBOX homeobox
A_33_P3230166	NALCN	sodium leak channel, non-selective
A_24_P710730	LOC100170939	glucuronidase, beta pseudogene
A_23_P105066	ILK	integrin-linked kinase
A_33_P3313401	CYCS	cytochrome c, somatic
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
